indicator_abbr,indicator_name_x,setting,iso3,year,source,dimension,subgroup_order,subgroup,age_standardized,estimate,ci_lb,ci_ub,se,survey_population,note,indicator_scale,ordered_dimension,reference_subgroup,source_link,date_downloaded,countryprofile,Category,Short name,indicator_name_y,Sex,Age range,life-course stage,socio-eco
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Estonia,EST,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",5,INCOME_Q5_HIGHEST,,14.92,12.61,17.53,3.38,843.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Estonia,EST,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",1,INCOME_Q1_LOWEST,,68.3,64.64,71.76,3.51,681.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Estonia,EST,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",2,INCOME_Q2_SECOND_LOWEST,,62.43,58.28,66.58,4.22,544.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Estonia,EST,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",3,INCOME_Q3_MIDDLE,,47.49,40.96,53.8,5.39,245.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Estonia,EST,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,47.75,39.26,56.49,7.85,138.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Estonia,EST,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",5,INCOME_Q5_HIGHEST,,31.62,23.34,40.87,7.81,117.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Estonia,EST,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",1,INCOME_Q1_LOWEST,,58.84,52.51,64.93,6.59,255.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Estonia,EST,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",2,INCOME_Q2_SECOND_LOWEST,,60.0,55.32,64.64,4.61,443.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Estonia,EST,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",3,INCOME_Q3_MIDDLE,,55.33,47.94,62.75,7.07,184.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Estonia,EST,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",4,INCOME_Q4_SECOND_HIGHEST,,49.56,40.11,59.04,8.66,115.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Estonia,EST,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",5,INCOME_Q5_HIGHEST,,39.75,30.29,49.92,7.91,103.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",1,INCOME_Q1_LOWEST,,44.31,40.6,47.94,7.9,730.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",2,INCOME_Q2_SECOND_LOWEST,,35.97,32.57,39.43,7.6,779.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",3,INCOME_Q3_MIDDLE,,32.57,29.84,35.39,6.12,1130.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,32.33,30.01,34.69,5.68,1572.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",5,INCOME_Q5_HIGHEST,,24.29,22.55,26.09,3.93,2310.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",1,INCOME_Q1_LOWEST,,39.94,36.42,43.55,7.01,751.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",2,INCOME_Q2_SECOND_LOWEST,,25.8,22.68,29.15,7.13,732.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",3,INCOME_Q3_MIDDLE,,22.13,19.74,24.72,5.49,1106.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",4,INCOME_Q4_SECOND_HIGHEST,,19.79,17.89,21.82,4.66,1631.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",5,INCOME_Q5_HIGHEST,,21.49,19.85,23.16,3.76,2417.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",1,INCOME_Q1_LOWEST,,60.65,55.42,65.74,5.4,361.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",2,INCOME_Q2_SECOND_LOWEST,,53.27,48.75,57.82,5.66,484.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",3,INCOME_Q3_MIDDLE,,55.65,51.02,60.21,6.29,469.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,49.11,43.86,54.27,6.65,371.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",5,INCOME_Q5_HIGHEST,,38.24,33.03,43.56,6.36,343.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",1,INCOME_Q1_LOWEST,,54.69,47.37,61.95,8.24,190.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",2,INCOME_Q2_SECOND_LOWEST,,52.18,47.49,57.02,6.62,440.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",3,INCOME_Q3_MIDDLE,,49.04,44.5,53.49,6.26,494.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",4,INCOME_Q4_SECOND_HIGHEST,,40.57,35.78,45.41,7.23,417.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Finland,FIN,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",5,INCOME_Q5_HIGHEST,,36.42,31.98,41.01,6.22,456.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",1,INCOME_Q1_LOWEST,,29.0,26.98,31.1,2.67,1910.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",2,INCOME_Q2_SECOND_LOWEST,,26.86,24.98,28.85,2.52,2072.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",3,INCOME_Q3_MIDDLE,,23.44,21.73,25.23,2.35,2316.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,18.18,16.72,19.73,1.88,2590.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",5,INCOME_Q5_HIGHEST,,13.26,11.94,14.64,1.67,2506.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",1,INCOME_Q1_LOWEST,,25.65,23.45,27.95,2.85,1489.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",2,INCOME_Q2_SECOND_LOWEST,,20.79,18.87,22.76,2.61,1724.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",3,INCOME_Q3_MIDDLE,,17.28,15.7,18.93,2.07,2165.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",4,INCOME_Q4_SECOND_HIGHEST,,14.78,13.43,16.24,1.8,2528.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",5,INCOME_Q5_HIGHEST,,11.34,10.16,12.64,1.54,2589.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",1,INCOME_Q1_LOWEST,,55.65,52.07,59.22,3.32,767.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",2,INCOME_Q2_SECOND_LOWEST,,49.95,47.0,52.83,2.7,1164.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",3,INCOME_Q3_MIDDLE,,46.2,43.32,49.04,2.68,1200.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,39.24,36.22,42.23,2.86,1046.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",5,INCOME_Q5_HIGHEST,,35.62,32.32,38.97,3.12,826.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",1,INCOME_Q1_LOWEST,,58.7,54.23,63.24,4.16,478.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",2,INCOME_Q2_SECOND_LOWEST,,50.2,46.75,53.61,3.13,843.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",3,INCOME_Q3_MIDDLE,,42.59,39.5,45.8,2.95,976.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",4,INCOME_Q4_SECOND_HIGHEST,,38.31,35.13,41.47,2.98,933.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,France,FRA,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",5,INCOME_Q5_HIGHEST,,34.45,31.28,37.73,3.03,862.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,male,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Germany,DEU,2020,ESS,"By income quintile, age: 65+, sex: female",1,INCOME_Q1_LOWEST,,57.09,49.33,64.87,7.65,166.0,,100,1,0,https://ess.sikt.no/en/,17/02/2025,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Germany,DEU,2020,ESS,"By income quintile, age: 65+, sex: female",2,INCOME_Q2_SECOND_LOWEST,,53.67,47.21,59.96,5.93,248.0,,100,1,0,https://ess.sikt.no/en/,17/02/2025,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Germany,DEU,2020,ESS,"By income quintile, age: 65+, sex: female",3,INCOME_Q3_MIDDLE,,49.73,42.18,57.28,6.7,179.0,,100,1,0,https://ess.sikt.no/en/,17/02/2025,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Germany,DEU,2020,ESS,"By income quintile, age: 65+, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,46.46,37.45,56.52,8.52,113.0,,100,1,0,https://ess.sikt.no/en/,17/02/2025,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Germany,DEU,2020,ESS,"By income quintile, age: 65+, sex: female",5,INCOME_Q5_HIGHEST,,39.38,26.55,52.56,12.5,59.0,,100,1,0,https://ess.sikt.no/en/,17/02/2025,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,65+,Elderly,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Germany,DEU,2023,ESS,"By income quintile, age: 16-64, sex: female",1,INCOME_Q1_LOWEST,,51.75,41.4,61.42,17.63,103.0,,100,1,0,https://ess.sikt.no/en/,17/02/2025,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Germany,DEU,2023,ESS,"By income quintile, age: 16-64, sex: female",2,INCOME_Q2_SECOND_LOWEST,,32.74,23.72,42.09,12.78,108.0,,100,1,0,https://ess.sikt.no/en/,17/02/2025,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Germany,DEU,2023,ESS,"By income quintile, age: 16-64, sex: female",3,INCOME_Q3_MIDDLE,,32.6,25.58,40.9,12.16,155.0,,100,1,0,https://ess.sikt.no/en/,17/02/2025,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Germany,DEU,2023,ESS,"By income quintile, age: 16-64, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,34.2,27.89,41.13,10.87,210.0,,100,1,0,https://ess.sikt.no/en/,17/02/2025,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
s1_005,Percentage of adults reporting limitations in daily activities due to health problems,Germany,DEU,2023,ESS,"By income quintile, age: 16-64, sex: female",5,INCOME_Q5_HIGHEST,,17.81,12.92,23.43,8.41,220.0,,100,1,0,https://ess.sikt.no/en/,17/02/2025,1.0,Health status / Morbidity,Limitations in activities of daily living,Percentage of adults reporting limitations in daily activities due to health problems,female,16-64,Working age,By income quintile
